Position (mm);Force (N);Strain (%);Time (min)
11,3;22000;1,10;4,25
11,4;22100;1,10;4,25
11,5;22100;1,10;4,26
11,6;22100;1,10;4,26
11,7;22100;1,10;4,26
11,8;22200;1,10;4,27
11,9;22200;1,10;4,27
12,0;22200;1,10;4,28
12,1;22200;1,10;4,28
12,2;22200;1,10;4,29
12,3;22300;1,10;4,29
12,4;22300;1,10;4,30
12,5;22300;1,10;4,30
12,6;22300;1,10;4,31
12,7;22300;1,10;4,31
12,8;22300;1,10;4,32
12,9;22400;1,10;4,32
13,0;22400;1,10;4,33
13,1;22400;1,10;4,33
13,2;22400;1,10;4,34
13,3;22400;1,10;4,34
13,4;22400;1,10;4,35
13,5;22400;1,10;4,35
13,6;22500;1,10;4,36
13,7;22500;1,10;4,36
13,7;22500;1,10;4,37
13,8;22500;1,10;4,37
13,9;22500;1,10;4,38
14,0;22500;1,10;4,38
14,1;22500;1,10;4,38
14,2;22500;1,10;4,39
14,3;22500;1,10;4,39
14,4;22500;1,10;4,40
14,5;22500;1,10;4,40
14,6;22500;1,10;4,41
14,7;22500;1,10;4,41
14,8;22600;1,10;4,42
14,9;22600;1,10;4,42
15,0;22600;1,10;4,43
15,1;22600;1,10;4,43
15,2;22600;1,10;4,44
15,3;22600;1,10;4,44
15,4;22600;1,10;4,45
15,5;22600;1,10;4,45
15,6;22600;1,10;4,46
15,7;22600;1,10;4,46
15,8;22600;1,10;4,47
15,9;22600;1,10;4,47
16,0;22600;1,10;4,48
16,1;22600;1,10;4,48
16,2;22600;1,10;4,49
16,2;22600;1,10;4,49
16,3;22600;1,10;4,50
16,4;22600;1,10;4,50
16,5;22600;1,10;4,51
16,6;22600;1,10;4,51
16,7;22600;1,10;4,51
16,8;22600;1,10;4,52
16,9;22600;1,10;4,52
17,0;22500;1,10;4,53
17,1;22500;1,10;4,53
17,2;22500;1,10;4,54
17,3;22500;1,10;4,54
17,4;22500;1,10;4,55
17,5;22500;1,10;4,55
17,6;22500;1,10;4,56
17,7;22500;1,10;4,56
17,8;22500;1,10;4,57
17,9;22500;1,10;4,57
18,0;22500;1,10;4,58
18,1;22400;1,10;4,58
18,2;22400;1,10;4,59
18,3;22400;1,10;4,59
18,4;22400;1,10;4,60
18,5;22400;1,10;4,60
18,6;22400;1,10;4,61
18,7;22300;1,10;4,61
18,7;22300;1,10;4,62
18,8;22300;1,10;4,62
18,9;22300;1,10;4,63
19,0;22200;1,10;4,63
19,1;22200;1,10;4,63
19,2;22200;1,10;4,64
19,3;22100;1,10;4,64
19,4;22100;1,10;4,65
19,5;22100;1,10;4,65
19,6;22000;1,10;4,66
19,7;21900;1,10;4,66
19,8;21900;1,10;4,67
19,9;21800;1,10;4,67
20,0;21700;1,10;4,68
20,1;21700;1,10;4,68
20,2;21600;1,10;4,69
20,3;21500;1,10;4,69
20,4;21400;1,10;4,70
20,5;21300;1,10;4,70
20,6;21100;1,10;4,71
20,7;21000;1,10;4,71
20,8;20900;1,10;4,72
20,9;20800;1,10;4,72
21,0;20600;1,10;4,73
21,1;20500;1,10;4,73
21,2;20300;1,10;4,74
21,2;20100;1,10;4,74
21,3;19900;1,10;4,75
21,4;19700;1,10;4,75
21,5;19500;1,10;4,76
21,6;19300;1,10;4,76
21,7;19100;1,10;4,76
21,8;18900;1,10;4,77
21,9;18600;1,10;4,77
22,0;18400;1,10;4,78
22,1;18100;1,10;4,78
22,2;17800;1,10;4,79
22,3;17500;1,10;4,79
22,4;17100;1,10;4,80
22,5;16800;1,10;4,80
22,6;16400;1,10;4,81
22,8;4290;1,10;4,82
